Fecha,Producto,Cantidad,Precio Unitario (USD)
12/06/2023,"MacBook Pro 14""",20,1999
10/11/2023,Samsung Galaxy S23,20,899.99
12/12/2023,Dell XPS 15,7,1499.99
14/09/2023,Samsung Galaxy Tab S8,15,699.99
23/07/2023,PlayStation 5,7,499.99
15/01/2023,JBL Charge 5,16,179.99
26/04/2023,iPad Air (5ta Gen),2,599
03/07/2023,AirPods Pro (2da Gen),18,249
27/11/2023,iPhone 15 Pro,10,999
10/12/2023,Google Pixel 7 Pro,1,899
24/10/2023,Samsung Galaxy Tab S8,20,699.99
15/02/2023,Dell XPS 15,17,1499.99
14/12/2023,Apple Watch Series 8,9,399
28/09/2023,Nintendo Switch OLED,20,349.99
27/11/2023,AirPods Pro (2da Gen),6,249
10/07/2023,Samsung Galaxy S23,20,899.99
28/12/2023,Microsoft Surface Laptop 5,4,1299
26/08/2023,Logitech MX Master 3S,4,99.99
04/06/2023,Nintendo Switch OLED,12,349.99
05/09/2023,AirPods Pro (2da Gen),13,249
07/04/2023,ASUS ROG Zephyrus G14,10,1599
18/11/2023,iPhone 15 Pro,5,999
30/10/2023,LG OLED C2 TV,2,1499
12/06/2023,Nintendo Switch OLED,18,349.99
24/02/2023,Google Pixel 7 Pro,10,899
14/09/2023,Nintendo Switch OLED,13,349.99
04/02/2023,JBL Charge 5,17,179.99
28/06/2023,Dell XPS 15,10,1499.99
11/10/2023,Kindle Paperwhite,19,139.99
27/10/2023,Samsung Galaxy Tab S8,11,699.99
08/01/2023,"MacBook Pro 14""",18,1999
24/08/2023,JBL Charge 5,18,179.99
17/04/2023,Kindle Paperwhite,5,139.99
24/12/2023,Nintendo Switch OLED,3,349.99
02/09/2023,Logitech MX Master 3S,7,99.99
05/07/2023,Microsoft Surface Laptop 5,11,1299
14/01/2023,Kindle Paperwhite,1,139.99
15/06/2023,LG OLED C2 TV,7,1499
16/12/2023,HP Spectre x360,17,1299
03/12/2023,Sony WH-1000XM5,4,399.99
14/05/2023,Sony WH-1000XM5,5,399.99
12/02/2023,iPad Air (5ta Gen),6,599
09/02/2023,Microsoft Surface Laptop 5,10,1299
30/12/2023,Microsoft Surface Laptop 5,3,1299
15/07/2023,Apple Watch Series 8,17,399
20/06/2023,ASUS ROG Zephyrus G14,5,1599
18/08/2023,"MacBook Pro 14""",11,1999
20/07/2023,Samsung Galaxy Tab S8,1,699.99
13/01/2023,Xbox Series X,16,499
15/03/2023,LG OLED C2 TV,1,1499
03/09/2023,iPhone 15 Pro,20,999
07/07/2023,AirPods Pro (2da Gen),10,249
21/02/2023,Sony WH-1000XM5,15,399.99
15/05/2023,iPad Air (5ta Gen),3,599
30/10/2023,ASUS ROG Zephyrus G14,4,1599
19/04/2023,Kindle Paperwhite,20,139.99
16/11/2023,Samsung Galaxy Tab S8,9,699.99
19/07/2023,Google Pixel 7 Pro,19,899
28/10/2023,"MacBook Pro 14""",20,1999
20/06/2023,Kindle Paperwhite,9,139.99
10/05/2023,Google Pixel 7 Pro,1,899
26/11/2023,Sony WH-1000XM5,10,399.99
30/11/2023,LG OLED C2 TV,8,1499
11/06/2023,LG OLED C2 TV,7,1499
27/06/2023,Microsoft Surface Laptop 5,13,1299
30/09/2023,Google Pixel 7 Pro,15,899
04/01/2023,AirPods Pro (2da Gen),18,249
23/01/2023,iPad Air (5ta Gen),15,599
28/03/2023,AirPods Pro (2da Gen),18,249
21/12/2023,"MacBook Pro 14""",10,1999
14/03/2023,Sony WH-1000XM5,7,399.99
04/08/2023,Nintendo Switch OLED,7,349.99
03/04/2023,Samsung Galaxy S23,18,899.99
04/08/2023,"MacBook Pro 14""",8,1999
17/02/2023,Samsung Galaxy Tab S8,14,699.99
23/03/2023,JBL Charge 5,16,179.99
24/10/2023,JBL Charge 5,14,179.99
18/06/2023,Microsoft Surface Laptop 5,17,1299
01/12/2023,Xbox Series X,17,499
13/06/2023,Kindle Paperwhite,7,139.99
01/11/2023,ASUS ROG Zephyrus G14,10,1599
17/01/2023,"MacBook Pro 14""",14,1999
12/11/2023,Dell XPS 15,16,1499.99
25/04/2023,Samsung Galaxy S23,9,899.99
11/01/2023,HP Spectre x360,5,1299
22/07/2023,HP Spectre x360,6,1299
13/12/2023,Microsoft Surface Laptop 5,4,1299
01/07/2023,JBL Charge 5,13,179.99
04/08/2023,Samsung Galaxy Tab S8,18,699.99
21/02/2023,LG OLED C2 TV,10,1499
08/11/2023,ASUS ROG Zephyrus G14,20,1599
27/01/2023,Kindle Paperwhite,8,139.99
21/07/2023,Nintendo Switch OLED,14,349.99
05/04/2023,iPad Air (5ta Gen),5,599
02/02/2023,iPhone 15 Pro,5,999
25/02/2023,iPhone 15 Pro,14,999
07/05/2023,LG OLED C2 TV,18,1499
25/08/2023,Xbox Series X,20,499
03/12/2023,Kindle Paperwhite,19,139.99
01/10/2023,AirPods Pro (2da Gen),3,249
07/11/2023,PlayStation 5,20,499.99
08/11/2023,Nintendo Switch OLED,15,349.99
03/03/2023,JBL Charge 5,2,179.99
02/03/2023,Samsung Galaxy Tab S8,9,699.99
07/02/2023,PlayStation 5,13,499.99
02/10/2023,Nintendo Switch OLED,1,349.99
08/03/2023,LG OLED C2 TV,8,1499
03/05/2023,Samsung Galaxy Tab S8,13,699.99
23/07/2023,ASUS ROG Zephyrus G14,4,1599
12/11/2023,Logitech MX Master 3S,3,99.99
27/09/2023,LG OLED C2 TV,8,1499
15/04/2023,Logitech MX Master 3S,14,99.99
28/12/2023,Microsoft Surface Laptop 5,15,1299
13/04/2023,JBL Charge 5,15,179.99
05/10/2023,iPad Air (5ta Gen),20,599
25/06/2023,iPad Air (5ta Gen),20,599
14/11/2023,HP Spectre x360,4,1299
18/02/2023,Apple Watch Series 8,19,399
21/11/2023,iPad Air (5ta Gen),15,599
20/06/2023,Sony WH-1000XM5,15,399.99
30/01/2023,Kindle Paperwhite,16,139.99
18/02/2023,Kindle Paperwhite,16,139.99
28/11/2023,Samsung Galaxy Tab S8,14,699.99
02/01/2023,iPad Air (5ta Gen),8,599
20/01/2023,PlayStation 5,14,499.99
04/05/2023,Logitech MX Master 3S,13,99.99
05/12/2023,Samsung Galaxy Tab S8,2,699.99
29/07/2023,Dell XPS 15,2,1499.99
16/05/2023,Nintendo Switch OLED,3,349.99
17/08/2023,iPhone 15 Pro,15,999
18/02/2023,Samsung Galaxy Tab S8,16,699.99
28/10/2023,iPad Air (5ta Gen),19,599
14/09/2023,Google Pixel 7 Pro,17,899
21/01/2023,ASUS ROG Zephyrus G14,1,1599
12/06/2023,Samsung Galaxy S23,10,899.99
08/10/2023,iPad Air (5ta Gen),9,599
24/11/2023,HP Spectre x360,6,1299
15/06/2023,iPad Air (5ta Gen),3,599
15/09/2023,Apple Watch Series 8,11,399
19/05/2023,Xbox Series X,15,499
16/05/2023,Xbox Series X,12,499
01/08/2023,Sony WH-1000XM5,19,399.99
16/12/2023,Samsung Galaxy S23,19,899.99
17/02/2023,Samsung Galaxy Tab S8,17,699.99
17/06/2023,Logitech MX Master 3S,10,99.99
20/10/2023,Google Pixel 7 Pro,7,899
14/04/2023,Microsoft Surface Laptop 5,1,1299
21/02/2023,Apple Watch Series 8,8,399
31/08/2023,Logitech MX Master 3S,7,99.99
25/12/2023,Logitech MX Master 3S,17,99.99
24/02/2023,Xbox Series X,9,499
16/07/2023,iPhone 15 Pro,19,999
20/11/2023,Xbox Series X,2,499
17/06/2023,"MacBook Pro 14""",17,1999
29/08/2023,Samsung Galaxy Tab S8,4,699.99
05/05/2023,iPhone 15 Pro,4,999
29/12/2023,Google Pixel 7 Pro,20,899
19/08/2023,Logitech MX Master 3S,18,99.99
09/12/2023,PlayStation 5,14,499.99
17/02/2023,Sony WH-1000XM5,15,399.99
05/01/2023,JBL Charge 5,17,179.99
05/01/2023,iPhone 15 Pro,14,999
08/03/2023,Logitech MX Master 3S,5,99.99
24/03/2023,LG OLED C2 TV,8,1499
04/10/2023,AirPods Pro (2da Gen),18,249
10/01/2023,Apple Watch Series 8,18,399
22/11/2023,"MacBook Pro 14""",14,1999
23/12/2023,Dell XPS 15,3,1499.99
17/02/2023,PlayStation 5,13,499.99
14/02/2023,Samsung Galaxy S23,6,899.99
23/11/2023,LG OLED C2 TV,8,1499
22/06/2023,iPad Air (5ta Gen),14,599
16/04/2023,Xbox Series X,7,499
04/04/2023,"MacBook Pro 14""",17,1999
24/07/2023,Apple Watch Series 8,18,399
20/07/2023,LG OLED C2 TV,1,1499
12/02/2023,LG OLED C2 TV,1,1499
29/10/2023,Samsung Galaxy Tab S8,8,699.99
29/09/2023,Apple Watch Series 8,4,399
30/01/2023,iPad Air (5ta Gen),10,599
01/08/2023,Logitech MX Master 3S,15,99.99
09/08/2023,Kindle Paperwhite,1,139.99
28/03/2023,ASUS ROG Zephyrus G14,20,1599
15/03/2023,Sony WH-1000XM5,5,399.99
27/03/2023,Apple Watch Series 8,15,399
14/08/2023,iPhone 15 Pro,11,999
10/12/2023,Samsung Galaxy S23,6,899.99
20/03/2023,Dell XPS 15,8,1499.99
13/12/2023,Logitech MX Master 3S,5,99.99
21/02/2023,ASUS ROG Zephyrus G14,2,1599
12/08/2023,Microsoft Surface Laptop 5,12,1299
17/08/2023,Microsoft Surface Laptop 5,19,1299
20/07/2023,JBL Charge 5,5,179.99
11/03/2023,LG OLED C2 TV,1,1499
03/05/2023,Xbox Series X,5,499
12/07/2023,Kindle Paperwhite,13,139.99
27/06/2023,iPhone 15 Pro,1,999
30/05/2023,Google Pixel 7 Pro,10,899
07/02/2023,Samsung Galaxy Tab S8,20,699.99
25/08/2023,Xbox Series X,6,499
27/08/2023,AirPods Pro (2da Gen),2,249
21/10/2023,LG OLED C2 TV,12,1499
15/12/2023,iPhone 15 Pro,11,999
23/01/2023,Google Pixel 7 Pro,2,899
24/03/2023,ASUS ROG Zephyrus G14,3,1599
16/10/2023,Samsung Galaxy S23,7,899.99
29/11/2023,Dell XPS 15,1,1499.99
12/01/2023,Kindle Paperwhite,14,139.99
18/06/2023,PlayStation 5,15,499.99
31/03/2023,Xbox Series X,6,499
28/08/2023,iPhone 15 Pro,4,999
11/01/2023,Kindle Paperwhite,7,139.99
13/07/2023,Sony WH-1000XM5,9,399.99
16/12/2023,iPhone 15 Pro,8,999
05/03/2023,Logitech MX Master 3S,10,99.99
29/05/2023,LG OLED C2 TV,15,1499
24/10/2023,iPad Air (5ta Gen),3,599
15/12/2023,LG OLED C2 TV,10,1499
17/10/2023,Google Pixel 7 Pro,4,899
27/03/2023,Apple Watch Series 8,6,399
13/01/2023,PlayStation 5,20,499.99
02/07/2023,Xbox Series X,6,499
23/06/2023,Samsung Galaxy Tab S8,7,699.99
28/04/2023,"MacBook Pro 14""",14,1999
22/05/2023,HP Spectre x360,14,1299
19/07/2023,Samsung Galaxy S23,2,899.99
19/08/2023,Xbox Series X,5,499
17/09/2023,iPhone 15 Pro,15,999
16/01/2023,Logitech MX Master 3S,5,99.99
22/01/2023,Microsoft Surface Laptop 5,9,1299
28/07/2023,LG OLED C2 TV,15,1499
23/11/2023,Logitech MX Master 3S,8,99.99
21/02/2023,Microsoft Surface Laptop 5,19,1299
19/08/2023,Nintendo Switch OLED,11,349.99
25/07/2023,JBL Charge 5,11,179.99
16/01/2023,Nintendo Switch OLED,18,349.99
04/09/2023,ASUS ROG Zephyrus G14,5,1599
05/06/2023,LG OLED C2 TV,19,1499
17/11/2023,Xbox Series X,19,499
02/02/2023,Samsung Galaxy S23,7,899.99
08/12/2023,PlayStation 5,9,499.99
10/12/2023,Samsung Galaxy Tab S8,8,699.99
22/12/2023,iPhone 15 Pro,5,999
24/06/2023,Logitech MX Master 3S,17,99.99
12/02/2023,iPad Air (5ta Gen),9,599
01/02/2023,Logitech MX Master 3S,15,99.99
10/08/2023,"MacBook Pro 14""",19,1999
10/02/2023,iPad Air (5ta Gen),16,599
01/07/2023,ASUS ROG Zephyrus G14,1,1599
21/06/2023,Samsung Galaxy S23,7,899.99
15/01/2023,HP Spectre x360,18,1299
14/03/2023,Sony WH-1000XM5,2,399.99
23/08/2023,Kindle Paperwhite,9,139.99
03/06/2023,Google Pixel 7 Pro,11,899
20/04/2023,Google Pixel 7 Pro,16,899
13/11/2023,Kindle Paperwhite,8,139.99
08/04/2023,iPhone 15 Pro,9,999
24/06/2023,Samsung Galaxy Tab S8,11,699.99
24/03/2023,LG OLED C2 TV,16,1499
02/09/2023,Samsung Galaxy S23,16,899.99
09/08/2023,LG OLED C2 TV,2,1499
21/10/2023,Logitech MX Master 3S,18,99.99
11/02/2023,Kindle Paperwhite,12,139.99
16/05/2023,Xbox Series X,11,499
20/07/2023,Logitech MX Master 3S,12,99.99
16/01/2023,HP Spectre x360,8,1299
12/05/2023,JBL Charge 5,20,179.99
21/01/2023,Sony WH-1000XM5,14,399.99
12/08/2023,ASUS ROG Zephyrus G14,1,1599
11/11/2023,Samsung Galaxy Tab S8,2,699.99
10/10/2023,Google Pixel 7 Pro,19,899
11/02/2023,Logitech MX Master 3S,16,99.99
27/04/2023,Xbox Series X,19,499
01/09/2023,iPhone 15 Pro,20,999
21/02/2023,"MacBook Pro 14""",3,1999
25/11/2023,Samsung Galaxy S23,8,899.99
06/12/2023,Kindle Paperwhite,19,139.99
25/02/2023,Xbox Series X,20,499
26/02/2023,PlayStation 5,11,499.99
28/05/2023,Microsoft Surface Laptop 5,20,1299
09/09/2023,Xbox Series X,12,499
01/04/2023,Kindle Paperwhite,3,139.99
08/08/2023,ASUS ROG Zephyrus G14,12,1599
18/09/2023,Microsoft Surface Laptop 5,12,1299
04/12/2023,Samsung Galaxy S23,8,899.99
29/01/2023,Samsung Galaxy S23,12,899.99
27/09/2023,Google Pixel 7 Pro,3,899
23/05/2023,iPhone 15 Pro,16,999
06/06/2023,JBL Charge 5,19,179.99
12/08/2023,ASUS ROG Zephyrus G14,7,1599
24/01/2023,Dell XPS 15,16,1499.99
23/08/2023,Xbox Series X,15,499
04/02/2023,Dell XPS 15,6,1499.99
08/07/2023,HP Spectre x360,18,1299
24/05/2023,Kindle Paperwhite,14,139.99
15/10/2023,JBL Charge 5,13,179.99
03/03/2023,PlayStation 5,3,499.99
16/09/2023,iPhone 15 Pro,11,999
01/05/2023,LG OLED C2 TV,5,1499
11/11/2023,Google Pixel 7 Pro,19,899
12/11/2023,ASUS ROG Zephyrus G14,10,1599
26/03/2023,iPhone 15 Pro,13,999
26/06/2023,"MacBook Pro 14""",11,1999
19/11/2023,HP Spectre x360,5,1299
01/01/2023,Apple Watch Series 8,16,399
23/04/2023,Google Pixel 7 Pro,14,899
26/10/2023,PlayStation 5,19,499.99
21/05/2023,Sony WH-1000XM5,3,399.99
30/06/2023,LG OLED C2 TV,15,1499
10/03/2023,JBL Charge 5,11,179.99
14/04/2023,HP Spectre x360,2,1299
17/10/2023,AirPods Pro (2da Gen),4,249
25/11/2023,Dell XPS 15,1,1499.99
12/05/2023,Samsung Galaxy Tab S8,7,699.99
21/03/2023,Nintendo Switch OLED,18,349.99
10/11/2023,HP Spectre x360,10,1299
19/02/2023,Microsoft Surface Laptop 5,20,1299
20/12/2023,ASUS ROG Zephyrus G14,20,1599
24/02/2023,HP Spectre x360,16,1299
06/08/2023,JBL Charge 5,7,179.99
10/12/2023,Kindle Paperwhite,19,139.99
31/01/2023,Dell XPS 15,17,1499.99
01/12/2023,iPhone 15 Pro,11,999
15/11/2023,Google Pixel 7 Pro,12,899
03/02/2023,Xbox Series X,9,499
20/12/2023,Sony WH-1000XM5,9,399.99
27/07/2023,Microsoft Surface Laptop 5,18,1299
